case_id,main_analytic,issue_check_pass,attention_pass,major_party_identifier,intent,vignette,candidate_party,party_bloc,party_id_detail,ingroup3,state,sex,sex_num,age,edu,hincome,ideology,ft_rul,ft_opp,cm_1,cm_2,cm_3,cm_4,cm_5,cm_1_bin,cm_2_bin,cm_3_bin,cm_4_bin,cm_5_bin,conspiracy,conspiracy_z,conspiracy_full,conspiracy_additive,negative,enthusiasm,competent,sincere,trustworthy,undemocratic_perception
860,1,1,0,0,0,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,49,1,0.2857142857142857,0.5,0.71,0.23,17,3,3,2,4,1,0,0,0,1,-0.3888278996377269,-0.4288568070240908,-0.4134172167559057,2,0.25,0,0.5,0.25,0,0.25
861,1,1,0,0,2,Protests,ruling,Independent,No party ID,Independent,WA,male,1,47,1,0.42857142857142855,0.5,0.8,0.55,16,3,3,2,2,1,0,0,0,0,-1.184379179227151,-1.3063081985176725,-1.2299772487035567,1,0.25,0,0.5,0.75,0.5,0.75
862,1,1,1,1,2,Court,opposition,opposition,Coalition,In-group,NSW,female,0,64,0.5,0.42857142857142855,0.16666666666666666,0.09,0.9,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0.25,0,0.5,0.5,0.5,0.5
863,1,1,0,1,2,Control,opposition,opposition,Coalition,In-group,SA,male,1,54,1.5,0.7142857142857143,0.16666666666666666,0.18,0.405,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.125,0.25,0.5,0.5,0.5,0.75
864,1,1,0,0,2,Election,ruling,Independent,No party ID,Independent,VIC,male,1,64,1,0.6428571428571429,0.6666666666666666,0.29,0.625,16,4,3,3,3,1,1,0,0,0,-0.37325446556768693,-0.4116801249601232,-0.40971266564815495,2,0,0,0.25,0.25,0.5,0.75
865,1,1,1,1,4,Court,opposition,opposition,Coalition,In-group,QLD,male,1,64,0.5,0.5714285714285714,0.8333333333333334,0,0.95,16,4,4,3,3,1,1,1,0,0,-0.19419939242514106,-0.21419175794499387,-0.23899352172774233,3,0,0.75,1,1,1,0
866,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,WA,female,0,55,1,0.8571428571428571,,0.81,0.65,17,5,4,4,5,1,1,1,1,1,1.0786602038507185,1.189705706093551,1.0546032500655986,5,0.375,0.75,0.25,1,0.5,0.5
867,1,1,1,0,0,Control,ruling,Independent,No party ID,Independent,QLD,male,1,62,1,0.42857142857142855,0.8333333333333334,0.27,0.74,17,5,2,4,4,1,1,0,1,1,0.38673366059259817,0.42654697105070577,0.3699371190150614,4,0,0,0.25,0.5,0.75,0.75
868,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,QLD,male,1,61,1.5,0.35714285714285715,0.5,0.15,0.7,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0,0.25,0.5,0.75,0.5,0.25
869,0,0,0,0,2,Control,opposition,Independent,No party ID,Independent,SA,female,0,12,1.5,0.9285714285714286,0.5,0.37,0.325,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0,0.25,0.75,0.5,0.75,0.5
870,1,1,0,1,2,Court,ruling,ruling,Labor,In-group,SA,male,1,41,1.5,0.42857142857142855,,0.92,0.585,16,4,3,4,3,1,1,0,1,0,-0.04857476382398629,-0.05357542021782118,-0.07544810628040613,3,0.25,0.25,0.5,0.5,0.5,0.5
871,0,0,1,0,3,Control,opposition,Independent,No party ID,Independent,VIC,female,0,37,1,0.8571428571428571,0.6666666666666666,0.93,0.24,16,4,3,4,5,1,1,0,1,1,,,0.6110075801390179,4,0.375,0.5,0.25,0,0.5,0.5
872,1,1,1,0,2,Court,ruling,Independent,No party ID,Independent,WA,female,0,48,0.5,0.7857142857142857,0.5,0.5,0.6,16,3,3,3,3,1,0,0,0,0,-0.5258830805104218,-0.5800214927627841,-0.5524848461260959,1,0,0,0.5,0.5,0.5,0.5
873,1,1,1,0,1,Election,ruling,Independent,One Nation,Independent,QLD,male,1,50,1.5,0.7857142857142857,0.16666666666666666,0.01,0.7,17,5,2,3,4,1,1,0,0,1,0.0620539588488975,0.06844226630840372,0.03567255964731255,3,0.875,0,0.25,0,0,0.75
874,1,1,1,0,2,Election,ruling,Independent,One Nation,Independent,VIC,female,0,44,0.5,0.7142857142857143,0.6666666666666666,0.18,0.78,15,4,3,3,3,0,1,0,0,0,-0.501172951211054,-0.5527675144285322,-0.539817011176382,1,0.5,0.25,0.5,0.5,0.5,0.5
875,1,1,1,1,3,Protests,opposition,ruling,Labor,Out-group,QLD,male,1,61,1,0.42857142857142855,0.5,0.83,0.7,15,4,1,4,3,0,1,0,1,0,-0.5346033957524451,-0.5896395437164889,-0.5469907396494585,2,0.5,0.75,0.75,0.5,0.75,0.25
876,0,0,1,0,3,Control,ruling,Independent,No party ID,Independent,QLD,male,1,10,1,0.7142857142857143,,0,0,14,2,3,2,3,0,0,0,0,0,,,-1.28973027702824,0,0.625,0.75,0.25,0.5,0.5,0.75
877,1,1,1,1,3,Protests,opposition,opposition,Coalition,In-group,QLD,male,1,49,0.5,0.7857142857142857,0.5,0.21,0.81,16,2,4,2,1,1,0,1,0,0,-1.4917691180003685,-1.6453432003177906,-1.5452581284707971,2,0,0.5,1,1,1,0
878,1,1,1,0,3,Court,ruling,Independent,No party ID,Independent,NSW,male,1,55,1.5,0.7857142857142857,0.5,0.69,0.545,15,4,2,2,3,0,1,0,0,0,-1.0049077260973005,-1.1083605861859636,-1.0448007144645435,1,0.25,0.25,0.25,0.75,0.5,0.5
879,0,0,0,1,1,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,25,1,0.7142857142857143,0.5,0.11,0.67,17,5,5,5,4,1,1,1,1,1,,,1.216359110144048,5,0.625,0.25,0.75,0.25,0.5,0
880,1,1,0,0,3,Control,opposition,Independent,No party ID,Independent,NSW,female,0,14,1.5,0.9285714285714286,,0.97,0.325,14,3,4,4,4,0,0,1,1,1,0.055831120062119335,0.06157880107041591,0.035518009315323264,3,0,0,0.25,0.5,0,0.5
881,1,1,1,1,3,Protests,ruling,opposition,Coalition,Out-group,VIC,male,1,61,0.5,0.7142857142857143,0.6666666666666666,0.11,0.88,16,4,3,3,2,1,1,0,0,0,-0.7070708625407156,-0.7798621259727099,-0.7529405088578669,2,0,0.5,0.75,0.75,1,0.25
882,1,1,0,1,3,Election,opposition,opposition,Coalition,In-group,NSW,male,1,63,1,0.8571428571428571,0,0,0.94,14,4,2,3,3,0,1,0,0,0,-0.8081465099969668,-0.8913432709120704,-0.8406405006250218,1,0.25,0.25,0,0.75,0,0.75
883,0,0,1,0,0,Election,opposition,Independent,No party ID,Independent,NSW,female,0,61,0.5,0.42857142857142855,0.5,0,0.605,17,5,5,4,5,1,1,1,1,1,,,1.2253223939860112,5,0,0,0.25,0.5,1,0.25
884,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,NSW,female,0,18,1.5,0.7857142857142857,0.8333333333333334,1,0.5,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.5,0.5,1,0,1,1
885,0,0,1,0,2,Election,ruling,Independent,No party ID,Independent,QLD,female,0,58,1,0.35714285714285715,,0.5,0,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.375,0,0,0,0,1
886,0,0,1,1,3,Control,opposition,opposition,Coalition,In-group,NSW,male,1,9,0.5,0.7142857142857143,0.6666666666666666,0.49,0.895,16,4,3,4,2,1,1,0,1,0,,,-0.4186759494901181,3,0,0.5,0.75,1,0.75,0.25
887,1,1,1,1,3,Control,opposition,opposition,Coalition,In-group,NSW,male,1,63,1,0.9285714285714286,0.8333333333333334,0.74,0.805,17,4,5,4,2,1,1,1,1,0,0.10363747113144389,0.11430670226825991,0.05286668387893431,4,0,0.25,0.25,0.75,0.75,0.75
888,1,1,1,0,2,Election,ruling,Independent,Greens,Independent,TAS,male,1,6,0.5,0.07142857142857142,0,0.31,0.78,16,4,5,4,5,1,1,1,1,1,0.9771681764071627,1.0777653158376106,0.9524458679798431,5,0.75,0.75,0.5,0.5,1,0.5
889,1,1,1,1,2,Protests,ruling,ruling,Labor,In-group,SA,female,0,60,0.5,0.42857142857142855,,0.89,0.215,16,3,4,4,3,1,0,1,1,0,-0.022148305624175243,-0.02442842100535277,-0.04750114283793453,3,0,0.25,0.75,0.75,0.75,0
890,1,1,1,0,4,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,46,1,0.5714285714285714,,1,0,17,3,2,3,2,1,0,0,0,0,-0.9108360649826294,-1.0046044713220912,-0.9363274877279935,1,0,0,0.75,1,0.75,0.5
891,1,1,0,1,3,Protests,opposition,ruling,Labor,Out-group,VIC,male,1,62,1,0.8571428571428571,0.8333333333333334,0.72,0.11,16,2,4,3,4,1,0,1,0,1,-0.16564022533758208,-0.18269249253772915,-0.18131003947391242,3,0.25,0.75,0.75,0.75,1,0.25
892,0,0,1,1,3,Court,opposition,ruling,Labor,Out-group,NSW,female,0,11,1.5,0.9285714285714286,1,0.95,0.595,15,5,3,4,5,0,1,0,1,1,,,0.6236754150887318,3,0.75,0.75,0,0,0,0
893,0,0,1,1,2,Control,opposition,ruling,Labor,Out-group,WA,male,1,60,1,0.35714285714285715,0.5,0.93,0.63,16,3,4,3,3,1,0,1,0,0,,,-0.38176570220568334,2,0,0.5,0.75,0.75,0.75,0.5
894,0,0,0,0,2,Court,ruling,Independent,No party ID,Independent,VIC,female,0,16,1,0.35714285714285715,0.5,0.19,0.185,15,4,3,3,3,0,1,0,0,0,,,-0.539817011176382,1,0.625,0.25,0.75,0.5,0.5,0.25
895,1,1,0,0,2,Court,ruling,Independent,No party ID,Independent,QLD,female,0,64,0.5,0.2857142857142857,,0.5,0.5,16,4,1,4,4,1,1,0,1,1,-0.07286851313604957,-0.08037015323549346,-0.07365855091151945,4,0,0.25,0.75,0.75,0.75,0.25
896,1,1,0,0,3,Protests,opposition,Independent,No party ID,Independent,TAS,female,0,41,1.5,0.42857142857142855,0.5,0.1,0.78,16,4,2,2,2,1,1,0,0,0,-1.210805637426962,-1.335455197730141,-1.2579242121460283,2,0,0.5,0.75,0.75,0.75,0.25
897,1,1,1,1,3,Election,ruling,ruling,Labor,In-group,SA,male,1,63,1,0.5,0.5,0.9,0.3,16,3,4,4,5,1,0,1,1,1,0.645484488321882,0.7119355810198204,0.6389545435814895,4,0.125,0.5,0.5,0.75,0.5,0.25
898,0,0,1,0,2,Control,opposition,Independent,One Nation,Independent,QLD,female,0,41,1,0.7857142857142857,0.5,0.02,0.7,16,5,4,5,4,1,1,1,1,1,,,0.9155356206954083,5,0,0.25,0.75,0.75,0.5,0.5
899,1,1,0,1,0,Election,opposition,ruling,Labor,Out-group,QLD,male,1,47,1,0.2857142857142857,0.5,1,0,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,1,0,1,1,1,0
900,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,SA,male,1,60,1,0.42857142857142855,,0.59,0.75,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0,0,0.5,0.5,0.5,0.5
901,1,1,1,1,2,Control,opposition,opposition,Coalition,In-group,NSW,female,0,31,1.5,0.6428571428571429,0.5,0.39,0.43,15,4,3,3,4,0,1,0,0,1,-0.1673565542380254,-0.18458551341594565,-0.19658916796667006,2,0,0,0.25,0.25,0.5,0.25
902,0,0,1,1,2,Control,ruling,opposition,Coalition,Out-group,SA,female,0,61,0.5,0.07142857142857142,0.16666666666666666,0,0.83,17,4,2,5,5,1,1,0,1,1,,,0.9046573411145812,4,0,0,0,0.5,0.25,1
903,1,1,1,0,1,Protests,ruling,Independent,No party ID,Independent,VIC,male,1,51,1,0.5,0.3333333333333333,0.8,0,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.25,0,0.25,0.25,0.25,0
904,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,NSW,female,0,59,0.5,0.9285714285714286,0.5,0.49,0.335,15,3,4,3,3,0,0,1,0,0,-0.47474649301124283,-0.5236205152160637,-0.5118700477339105,1,0,0,0.5,0.5,0.5,0.5
905,1,1,1,0,1,Court,ruling,Independent,No party ID,Independent,VIC,female,0,34,1,0.6428571428571429,0.5,0.38,0.395,17,5,3,4,3,1,1,0,1,0,0.2319723367621155,0.25585333705324864,0.19742841972576203,3,0.5,0,0.5,0.75,0.25,0.5
906,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,male,1,51,1.5,0.14285714285714285,0.5,0.54,0.335,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0,0,0.5,0.5,0.5,0.75
907,0,0,0,0,1,Election,opposition,Independent,No party ID,Independent,VIC,male,1,6,1,0,0.5,0.32,0.63,13,3,1,2,3,0,0,0,0,0,,,-1.6185007299193512,0,0.375,0.25,0.25,0.25,0.25,0
908,1,1,1,0,1,Court,opposition,Independent,No party ID,Independent,QLD,female,0,61,1.5,0.5,0.16666666666666666,0,1,16,4,2,3,4,1,1,0,0,1,-0.21849314173720427,-0.24098649096266608,-0.23720396635885557,3,0.125,0,0.25,0.75,0.25,0.75
909,0,0,1,1,0,Protests,ruling,ruling,Labor,In-group,NSW,male,1,50,1.5,0.7857142857142857,0,0.8,0,15,3,3,2,4,0,0,0,0,1,,,-0.67362590781236,1,0.375,0,0,0,0,1
910,1,1,0,1,3,Protests,ruling,ruling,Labor,In-group,NSW,female,0,56,1,0.2857142857142857,,1,0.3,16,3,2,4,4,1,0,0,1,1,-0.04644205493623847,-0.051223154023025,-0.04571158746904778,3,0.125,0.5,1,1,1,0
911,1,1,1,0,2,Election,opposition,Independent,One Nation,Independent,QLD,male,1,24,1,0.42857142857142855,,0.05,0,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0,0,0,0.5,0,1
912,0,0,0,0,2,Control,ruling,Independent,No party ID,Independent,WA,female,0,23,1,0.5,0.5,1,0.05,15,5,2,2,4,0,1,0,0,1,,,-0.5588006907768905,2,0,0,0.5,0.5,0.75,0.5
913,0,0,1,0,2,Court,opposition,Independent,No party ID,Independent,VIC,female,0,64,0.5,0.21428571428571427,0.6666666666666666,0.9,0.765,14,4,2,2,2,0,1,0,0,0,,,-1.5181329032024826,1,0,0,0.75,0.75,0.75,0.75
914,0,0,1,1,4,Control,opposition,opposition,Coalition,In-group,NSW,male,1,20,0,0.8571428571428571,1,0.85,1,16,5,5,4,4,1,1,1,1,1,,,0.7519902052480721,5,0.875,1,1,0.25,1,0
915,0,0,1,0,0,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,46,0.5,0.2857142857142857,,0,0,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.25,0,0,0,0,0.5
916,1,1,1,1,4,Election,opposition,ruling,Labor,Out-group,NSW,male,1,47,0.5,0.7142857142857143,0.5,1,0.885,14,3,3,1,2,0,0,0,0,0,-1.7648958522575855,-1.9465876821967922,-1.8244504991277597,0,0.125,0.5,1,1,1,0
917,1,1,1,1,2,Election,ruling,ruling,Labor,In-group,WA,female,0,59,1,0.35714285714285715,0.5,0.7,0.02,17,4,4,4,4,1,1,1,1,1,0.5922151919349552,0.6531823372783035,0.5686032263779456,5,0.375,0.25,0.5,0.25,0.25,0.75
918,1,1,0,1,3,Protests,ruling,ruling,Labor,In-group,WA,female,0,53,1,0.35714285714285715,0.5,0.81,0.415,15,3,4,3,2,0,0,1,0,0,-0.8085628899842715,-0.8918025162286504,-0.8550978909436224,1,0.125,0.75,0.5,0.75,0.5,0.5
919,1,1,1,0,1,Court,opposition,Independent,No party ID,Independent,WA,female,0,15,1.5,0.35714285714285715,0.16666666666666666,0.7,0.21,17,4,3,5,5,1,1,0,1,1,1.0716562175091384,1.181980676018063,1.0753764850349938,4,0.125,0,0.5,0.5,0.25,0.75
920,1,1,1,0,0,Court,opposition,Independent,No party ID,Independent,NSW,female,0,55,1,0.2857142857142857,0.5,0.25,0.205,17,5,2,3,5,1,1,0,0,1,0.3958703558219261,0.4366242673209903,0.3789004028570246,3,0.5,0,0.5,0,0,1
921,1,1,0,1,3,Protests,opposition,opposition,Coalition,In-group,NSW,male,1,64,1.5,0.6428571428571429,0.5,0.71,0.8,15,4,4,3,4,0,1,1,0,1,0.011698518904520519,0.012902853599183741,-0.02587002404625747,3,0.25,0.75,0.25,0.75,0.25,0.5
922,1,1,0,0,0,Court,ruling,Independent,No party ID,Independent,QLD,male,1,64,1,0.5,0.3333333333333333,0,0.5,15,4,4,3,3,0,1,1,0,0,-0.32211787806850806,-0.3552791474134028,-0.36909786725596944,2,0.375,0,0,0,0,1
923,0,0,1,1,3,Control,ruling,ruling,Labor,In-group,QLD,female,0,50,1,0.21428571428571427,0.6666666666666666,0.86,0.48,14,4,2,2,2,0,1,0,0,0,,,-1.5181329032024826,1,0.25,0.5,0.25,0.75,1,0
924,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,WA,male,1,50,0.5,0.7142857142857143,,0,0,16,5,5,4,4,1,1,1,1,1,,,0.7519902052480721,5,0,0,0.5,0.5,0.25,0.5
925,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,NSW,male,1,45,1,0.2857142857142857,0.3333333333333333,0.26,0.355,16,5,4,3,4,1,1,1,0,1,0.2922456194906223,0.3223316108702535,0.24700650195991067,4,0,0.5,1,1,0.75,0
926,1,1,1,0,0,Court,opposition,Independent,No party ID,Independent,TAS,male,1,56,1,0.7857142857142857,0.8333333333333334,0,0.5,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0.5,0,0,1,0,1
927,1,1,0,1,3,Election,ruling,ruling,Labor,In-group,NSW,female,0,22,0.5,0.7142857142857143,0.8333333333333334,0.93,0.185,16,5,4,4,3,1,1,1,1,0,0.2831089242612944,0.3122543145999691,0.23804321811794749,4,0,0,0.5,0.25,0.25,0.5
928,1,1,0,1,3,Protests,ruling,opposition,Coalition,Out-group,VIC,male,1,36,1.5,0.7142857142857143,0.8333333333333334,0.5,0.785,16,4,3,3,3,1,1,0,0,0,-0.37325446556768693,-0.4116801249601232,-0.40971266564815495,2,0.25,0.75,0.75,0.75,0.75,0.25
929,1,1,1,0,1,Control,ruling,Independent,No party ID,Independent,SA,female,0,13,1,0.8571428571428571,0.3333333333333333,0.73,0.495,17,5,5,4,4,1,1,1,1,1,0.9238988800202359,1.0190120720960938,0.8820945507762992,5,0.25,0,0.5,0.5,0.25,0.5
930,1,1,1,1,2,Court,opposition,opposition,Coalition,In-group,VIC,male,1,60,1.5,0.7142857142857143,0.8333333333333334,0,0.84,15,4,2,2,3,0,1,0,0,0,-1.0049077260973005,-1.1083605861859636,-1.0448007144645435,1,0,0,0.25,0.5,0.25,0.75
931,0,0,0,1,1,Election,opposition,opposition,Coalition,In-group,NSW,male,1,31,1.5,0.8571428571428571,0.6666666666666666,0.64,0.6,16,5,4,4,4,1,1,1,1,1,,,0.5812710613276595,5,0.125,0.5,1,0.25,0.25,0.25
932,1,1,1,1,0,Election,opposition,ruling,Labor,Out-group,SA,female,0,60,1.5,0.35714285714285715,0.5,0.93,0.13,17,4,3,3,3,1,1,0,0,0,-0.24533597992431996,-0.2705927354917143,-0.2796083201199278,2,1,0,0,0,0,1
933,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,QLD,female,0,58,0.5,0.42857142857142855,0.5,0,0.5,17,5,5,4,5,1,1,1,1,1,1.2577152769932645,1.3871940731086805,1.2253223939860112,5,0.25,0.25,0.75,0.5,0.5,1
934,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,QLD,male,1,53,0.5,0.35714285714285715,0.6666666666666666,0.5,0.5,15,4,4,3,3,0,1,1,0,0,-0.32211787806850806,-0.3552791474134028,-0.36909786725596944,2,0,0,0.5,0.5,0.5,0.25
935,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,WA,male,1,38,1,0.14285714285714285,0.5,0.49,0.5,17,5,1,4,5,1,1,0,1,1,,,0.5424458183043607,4,0,0,1,1,1,0
936,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,SA,female,0,41,0.5,0.42857142857142855,0.5,0.73,0.345,17,4,2,3,4,1,1,0,0,1,,,-0.10709962083062848,3,0,0,0.5,0.5,0.5,0.5
937,1,1,0,0,3,Control,opposition,Independent,No party ID,Independent,VIC,male,1,56,1,0.7142857142857143,0.3333333333333333,0.11,0.715,16,5,1,2,3,1,1,0,0,0,-0.9034156986537447,-0.9964201959300233,-0.9426433323787881,2,0,0.5,0.75,0.75,0.75,0.25
938,1,1,1,1,4,Election,opposition,ruling,Labor,Out-group,VIC,male,1,59,0,0.21428571428571427,,1,0,17,1,2,4,5,1,0,0,1,1,0.11003559779468756,0.12136350085264871,0.14207624031300928,3,0,0.5,1,1,1,0
939,1,1,1,0,1,Court,ruling,Independent,No party ID,Independent,QLD,female,0,59,0.5,0.35714285714285715,0.5,0.61,0.27,16,5,2,3,4,1,1,0,0,1,-0.06586452679446951,-0.07264512316000521,-0.09443178588091457,3,0.375,0,0.25,0.25,0,0.75
940,0,0,1,0,2,Control,opposition,Independent,No party ID,Independent,VIC,female,0,50,1,0.5714285714285714,0.6666666666666666,0.2,0.69,16,4,2,3,3,1,1,0,0,0,,,-0.5804318095685675,2,0,0,0.5,0.5,0.5,0.5
941,1,1,0,0,3,Election,ruling,Independent,One Nation,Independent,VIC,female,0,5,1.5,0.6428571428571429,0.6666666666666666,0.29,0.72,16,4,2,4,4,1,1,0,1,1,0.10618656000649639,0.11711821377963598,0.09706059300889322,4,0,0,0.75,0.75,0.75,0.25
942,1,1,1,0,4,Protests,opposition,Independent,No party ID,Independent,VIC,male,1,56,0.5,0.35714285714285715,0.3333333333333333,0,0.635,15,5,4,4,4,0,1,1,1,1,0.48900683559095603,0.5393489261441468,0.45116671579943235,4,0.125,0.75,0.75,0.5,0.5,0.25
943,0,0,0,1,0,Election,ruling,opposition,Coalition,Out-group,QLD,male,1,63,1,0.42857142857142855,0,0,0.6,17,5,5,5,4,1,1,1,1,1,,,1.216359110144048,5,0.75,0,0,0,0,1
944,0,0,0,0,1,Court,ruling,Independent,No party ID,Independent,NSW,female,0,51,0.5,0,,0.65,0.765,14,4,4,4,4,0,1,1,1,1,,,0.17829018979326425,4,0.25,1,0.75,0,0.5,0
945,1,1,1,0,1,Protests,opposition,Independent,No party ID,Independent,QLD,male,1,58,0.5,0.42857142857142855,0.5,0.58,0.5,15,4,3,3,4,0,1,0,0,1,-0.1673565542380254,-0.18458551341594565,-0.19658916796667006,2,0.75,0,0.75,0.75,0.5,0.25
946,1,1,0,0,0,Court,ruling,Independent,No party ID,Independent,NSW,female,0,52,0.5,0.5,0.16666666666666666,0.41,0.05,16,3,3,3,3,1,0,0,0,0,-0.5258830805104218,-0.5800214927627841,-0.5524848461260959,1,0.75,0,0.25,0.25,0,1
947,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,48,1,0.7857142857142857,,0.4,0.64,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0,0,0.75,1,0.5,0
948,1,1,1,0,1,Control,opposition,Independent,No party ID,Independent,VIC,female,0,62,0.5,0.2857142857142857,0.6666666666666666,0,0.145,16,5,3,3,3,1,1,0,0,0,-0.22062585062495216,-0.24333875715746234,-0.2669404851702139,2,0,0,0.5,0.5,0.5,0.5
949,1,1,0,1,2,Court,ruling,ruling,Labor,In-group,NSW,female,0,51,1,0.42857142857142855,,0.86,0.095,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0,0,0.5,0.5,0.5,0.5
950,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,SA,female,0,34,1.5,0.35714285714285715,0.5,0.15,0.55,16,5,3,3,3,1,1,0,0,0,-0.22062585062495216,-0.24333875715746234,-0.2669404851702139,2,0,0.25,0.5,0.5,0.5,0.5
951,1,1,1,1,1,Election,ruling,ruling,Labor,In-group,VIC,female,0,62,1,0.5,0.6666666666666666,1,0.195,17,4,3,4,4,1,1,0,1,1,0.41316011879240927,0.45569397026317426,0.39788408245753293,4,0.5,0.5,0.5,0.5,0.25,0.5
952,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,NSW,male,1,64,0.5,0.5714285714285714,0.5,0,0.705,15,4,2,3,3,0,1,0,0,0,-0.6802280243535999,-0.7502558814436615,-0.7105361550967947,1,0,0.25,1,1,1,0
953,1,1,1,0,1,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,50,1.5,0.7142857142857143,0.3333333333333333,0.84,0.3,16,4,3,2,2,1,1,0,0,0,-1.0317505642844162,-1.1379668307150117,-1.0872050682256158,2,0.125,0,0.25,0.5,0.5,0.75
954,1,1,0,0,0,Control,opposition,Independent,Greens,Independent,VIC,female,0,49,1,0.6428571428571429,0.16666666666666666,0.57,0,17,5,4,5,5,1,1,1,1,1,1.4033399055944191,1.547810410835853,1.3888678094333475,5,0,0,0.5,0.5,0.5,0.5
955,1,1,1,0,1,Election,opposition,Independent,No party ID,Independent,VIC,female,0,25,1.5,0.7142857142857143,0.5,0.83,0.675,16,3,2,3,2,1,0,0,0,0,-1.0387545506259963,-1.1456918607905,-1.0664318332562206,1,0.125,0.25,0.5,0.5,0.5,0.25
956,1,1,0,1,0,Election,ruling,opposition,Coalition,Out-group,QLD,female,0,57,0.5,0.42857142857142855,,0.02,0.91,16,4,4,5,4,1,1,1,1,1,0.7889764080352888,0.8701996525521967,0.7727634402174672,5,0.375,0,0,0,0,1
957,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,NSW,female,0,52,,0.42857142857142855,,0,0.495,17,5,3,4,4,1,1,0,1,1,0.565788733735144,0.6240353380658351,0.540656262935474,4,0,0,0.5,0.5,0.5,0.5
958,0,0,1,1,1,Protests,opposition,ruling,Labor,Out-group,NSW,female,0,52,1.5,0.9285714285714286,0.5,0.85,0.16,16,4,3,2,2,1,1,0,0,0,,,-1.0872050682256158,2,0,0.25,0.5,0.25,0.5,0.75
959,1,1,1,1,0,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,64,1,0.5,0.6666666666666666,0.3,0.625,15,4,2,2,4,0,1,0,0,1,-0.6710913291242719,-0.7401785851733771,-0.7015728712548315,2,0.625,0.25,0.25,0.5,0,1
960,1,1,0,0,2,Election,opposition,Independent,No party ID,Independent,VIC,male,1,54,0.5,0.35714285714285715,0.5,0.49,0.61,16,4,2,3,3,1,1,0,0,0,-0.5523095387102328,-0.6091684919752526,-0.5804318095685675,2,0.5,0.5,0.75,0.5,0.25,0.5
961,0,0,1,0,2,Control,opposition,Independent,No party ID,Independent,QLD,female,0,47,0.5,0.42857142857142855,0.8333333333333334,0.8,0.2,14,5,4,4,4,0,1,1,1,1,,,0.32106237027120527,4,0,0,0.5,0.5,0.25,0.5
962,1,1,1,1,2,Court,ruling,opposition,Coalition,Out-group,TAS,male,1,48,1,0.8571428571428571,,0,0.7,16,5,2,3,5,1,1,0,0,1,0.2679518701785591,0.29553687785258137,0.24879605732879745,3,0,0,1,1,0.75,0.25
963,1,1,1,1,3,Protests,ruling,opposition,Coalition,Out-group,NSW,female,0,64,0.5,0.35714285714285715,0.8333333333333334,0,0.87,17,5,3,4,3,1,1,0,1,0,0.2319723367621155,0.25585333705324864,0.19742841972576203,3,0,0.5,0.75,0.75,0.5,0.25
964,0,0,1,1,1,Control,opposition,ruling,Labor,Out-group,VIC,male,1,44,0.5,0.8571428571428571,1,0.87,0.205,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.5,0.75,1,1,0.75,1
