conspiracy,estimate,std_error,lower,upper,significance
0.179786248733401,-0.3644543447617323,0.07053330477357347,-0.5026996221179363,-0.22620906740552826,Significant
0.1947840824792748,-0.36264384254763227,0.07076525803463668,-0.5013437482955202,-0.22394393679974436,Significant
0.2097819162251482,-0.36083334033353226,0.07101517186944428,-0.500023077197643,-0.22164360346942147,Significant
0.22477974997102157,-0.3590228381194323,0.07128285737185204,-0.4987372385682623,-0.21930843767060232,Significant
0.23977758371689495,-0.35721233590533236,0.07156811512856813,-0.4974858415573259,-0.21693883025333882,Significant
0.25477541746276833,-0.35540183369123235,0.07187073590500695,-0.496268476065046,-0.21453519131741874,Significant
0.26977325120864215,-0.35359133147713234,0.07219050134546526,-0.49508471411424426,-0.21209794884002045,Significant
0.28477108495451553,-0.35178082926303234,0.07252718468273173,-0.4939341112411865,-0.20962754728487815,Significant
0.2997689187003889,-0.3499703270489324,0.07288055145241167,-0.4928162078956593,-0.20712444620220552,Significant
0.3147667524462623,-0.34815982483483243,0.07325036020746425,-0.49173053084146234,-0.2045891188282025,Significant
0.32976458619213567,-0.3463493226207325,0.07363636322870645,-0.49067659454899715,-0.20202205069246784,Significant
0.3447624199380095,-0.3445388204066324,0.07403830722732534,-0.4896539025721901,-0.19942373824107476,Significant
0.35976025368388287,-0.34272831819253247,0.07445593403575518,-0.4886619489026126,-0.19679468748245232,Significant
0.37475808742975625,-0.34091781597843246,0.07488898128360895,-0.48770021929430596,-0.19413541266255893,Significant
0.3897559211756296,-0.3391073137643325,0.0753371830556985,-0.48676819255350157,-0.19144643497516345,Significant
0.404753754921503,-0.33729681155023256,0.07580027052953052,-0.48586534178811236,-0.18872828131235275,Significant
0.41975158866737683,-0.3354863093361325,0.0762779725900164,-0.48499113561256463,-0.18598148305970036,Significant
0.4347494224132502,-0.33367580712203254,0.07677001641948283,-0.4841450393042189,-0.18320657493984618,Significant
0.4497472561591236,-0.3318653049079326,0.07727612806140796,-0.48332651590829223,-0.18040409390757298,Significant
0.46474508990499697,-0.3300548026938326,0.07779603295663395,-0.48253502728883513,-0.17757457809883004,Significant
0.47974292365087035,-0.32824430047973263,0.07832945645111627,-0.4817700351239205,-0.17471856583554474,Significant
0.49474075739674417,-0.3264337982656326,0.07887612427456142,-0.481031001843773,-0.17183659468749224,Significant
0.5097385911426175,-0.3246232960515326,0.07943576298957468,-0.480317391511099,-0.16892920059196626,Significant
0.5247364248884909,-0.32281279383743267,0.08000810041118837,-0.4796286706433619,-0.16599691703150346,Significant
0.5397342586343643,-0.3210022916233327,0.08059286599686608,-0.4789643089771902,-0.1630402742694752,Significant
0.5547320923802377,-0.3191917894092327,0.08118979120728118,-0.4783237801755038,-0.1600597986429616,Significant
0.5697299261261115,-0.3173812871951327,0.08179860983834693,-0.4777065624782927,-0.15705601191197271,Significant
0.5847277598719849,-0.31557078498103275,0.08241905832513127,-0.47711213929829005,-0.15402943066377545,Significant
0.5997255936178583,-0.31376028276693274,0.08305087601842479,-0.4765399997630453,-0.15098056577082017,Significant
0.6147234273637316,-0.3119497805528328,0.08369380543484226,-0.4759896392051236,-0.14790992190054197,Significant
0.629721261109605,-0.3101392783387328,0.08434759248143238,-0.47546055960234024,-0.14481799707512533,Significant
0.6447190948554784,-0.30832877612463283,0.08501198665584424,-0.47495226997008755,-0.14170528227917814,Significant
0.6597169286013522,-0.3065182739105328,0.08568674122315646,-0.4744642867079195,-0.13857226111314616,Significant
0.6747147623472256,-0.3047077716964328,0.08637161337051667,-0.4739961339026455,-0.13541940949022013,Significant
0.689712596093099,-0.30289726948233286,0.08706636434076559,-0.4735473435902334,-0.1322471953744323,Significant
0.7047104298389724,-0.3010867672682329,0.08777075954623471,-0.47311745597885296,-0.12905607855761286,Significant
0.7197082635848457,-0.29927626505413296,0.08848456866390918,-0.47270601963539494,-0.125846510472871,Significant
0.7347060973307196,-0.2974657628400329,0.08920756571314037,-0.47231259163778805,-0.12261893404227778,Significant
0.7497039310765929,-0.29565526062593295,0.08993952911707703,-0.4719367376954039,-0.11937378355646197,Significant
0.7647017648224663,-0.29384475841183294,0.09068024174896054,-0.4715780322397956,-0.11611148458387027,Significant
0.7796995985683397,-0.292034256197733,0.09142949096440053,-0.471236058487958,-0.11283245390750796,Significant
0.7946974323142131,-0.29022375398363304,0.09218706862071253,-0.4709104084802296,-0.10953709948703647,Significant
